emp_no,first_name,last_name,to_date,title,salary
70751,Danil,Heusch,1998-08-08,Engineer,43677
70770,Kazuhide,Jeansoulin,1993-11-26,Assistant Engineer,40000
70776,Raimond,Gischer,1999-11-26,Senior Engineer,48179
70787,Reinhard,Masaki,1993-10-17,Staff,51605
70787,Reinhard,Masaki,9999-01-01,Senior Staff,51605
70810,Vishwani,Brodal,2002-01-05,Staff,40000
70810,Vishwani,Brodal,9999-01-01,Senior Staff,40000
70812,Qiwen,Lund,1992-02-29,Staff,40000
70812,Qiwen,Lund,1998-07-12,Senior Staff,40000
70877,Prasadram,Weiland,9999-01-01,Engineer,50487
70898,Ranan,Radhakrishnan,9999-01-01,Senior Engineer,55809
70898,Ranan,Radhakrishnan,1992-12-31,Engineer,55809
70956,Almudena,Genther,9999-01-01,Senior Engineer,50155
70956,Almudena,Genther,1995-10-05,Engineer,50155
70956,Almudena,Genther,1990-10-05,Assistant Engineer,50155
70982,Rasikan,Kamber,9999-01-01,Engineer,40000
71009,Keung,Zaccaria,1997-03-02,Senior Engineer,42129
71037,Mihalis,Mitina,1989-02-12,Staff,104927
71040,Satosi,Pauthner,1995-03-19,Senior Staff,50897
71057,Christfried,Orsini,1994-02-12,Staff,101420
71057,Christfried,Orsini,9999-01-01,Senior Staff,101420
71060,Suebskul,Tokunaga,1995-12-02,Staff,60131
71060,Suebskul,Tokunaga,9999-01-01,Senior Staff,60131
71064,Kokou,Genther,1998-05-28,Staff,84332
71076,Huei,Rosca,1994-08-22,Staff,57052
71076,Huei,Rosca,9999-01-01,Senior Staff,57052
71090,Xudong,Beilner,2000-08-08,Technique Leader,47461
71100,Taisook,Karnin,9999-01-01,Engineer,45296
71100,Taisook,Karnin,1995-01-07,Assistant Engineer,45296
71113,Anwar,Atrawala,1994-06-06,Staff,40000
71113,Anwar,Atrawala,9999-01-01,Senior Staff,40000
71114,Jagoda,Kakkar,9999-01-01,Senior Engineer,44737
71114,Jagoda,Kakkar,1993-08-01,Engineer,44737
71120,Kerryn,Marchegay,9999-01-01,Staff,40000
71121,Aris,Atrawala,9999-01-01,Staff,40000
71167,Sham,Gimbel,9999-01-01,Senior Staff,49432
71197,Rutger,Rebaine,1991-12-02,Staff,86191
71197,Rutger,Rebaine,1993-01-08,Senior Staff,86191
71214,Kiyomitsu,Toyoshima,9999-01-01,Senior Engineer,44791
71214,Kiyomitsu,Toyoshima,1992-01-19,Engineer,44791
71220,Nadjib,Peek,9999-01-01,Senior Engineer,57703
71220,Nadjib,Peek,1997-07-11,Engineer,57703
71246,Toshimitsu,Paludetto,1999-01-11,Staff,74992
71246,Toshimitsu,Paludetto,9999-01-01,Senior Staff,74992
71262,Shigenori,Vecchio,9999-01-01,Staff,40000
71268,Remko,Dalphin,1991-03-01,Staff,73530
71268,Remko,Dalphin,9999-01-01,Senior Staff,73530
71270,Saeko,Crooks,9999-01-01,Senior Staff,47347
71302,Zhenbing,Heiserman,9999-01-01,Senior Engineer,64704
71302,Zhenbing,Heiserman,1998-01-20,Engineer,64704
71307,Tadahiro,Bade,1993-04-24,Staff,51158
71307,Tadahiro,Bade,9999-01-01,Senior Staff,51158
71323,Shunichi,Brizzi,9999-01-01,Engineer,40000
71323,Shunichi,Brizzi,1995-07-20,Assistant Engineer,40000
71335,Khalil,Rusterholz,2002-02-07,Senior Staff,76005
71341,Seongbin,Tetzlaff,9999-01-01,Engineer,40000
71341,Seongbin,Tetzlaff,1996-04-29,Assistant Engineer,40000
71365,Remzi,Bratsberg,9999-01-01,Senior Engineer,42694
71365,Remzi,Bratsberg,2001-06-09,Engineer,42694
71383,Vidya,Ohori,1994-05-30,Staff,40000
71383,Vidya,Ohori,9999-01-01,Senior Staff,40000
71416,Jayson,Demir,9999-01-01,Senior Engineer,40000
71429,Abdelaziz,Budinsky,1996-11-23,Engineer,48713
71458,Kazuhiro,Welham,9999-01-01,Senior Engineer,40000
71458,Kazuhiro,Welham,2002-03-23,Engineer,40000
71472,Bingning,Irland,9999-01-01,Technique Leader,41419
71501,Nagui,Yurek,9999-01-01,Senior Engineer,40000
71503,Chinhyun,Plumb,1993-12-07,Staff,69799
71503,Chinhyun,Plumb,9999-01-01,Senior Staff,69799
71528,Marjo,Deverell,9999-01-01,Engineer,48609
71541,Kwangsub,Chartres,1991-12-31,Staff,70697
71541,Kwangsub,Chartres,9999-01-01,Senior Staff,70697
71560,Shalesh,Shanbhogue,1989-12-21,Staff,62267
71586,Jianwen,Cannard,9999-01-01,Senior Staff,58628
71592,Kitty,Rusterholz,9999-01-01,Senior Staff,40000
71597,Yagil,Birjandi,1987-12-11,Engineer,40000
71644,Bogdan,Azuma,1994-05-03,Staff,40000
71644,Bogdan,Azuma,9999-01-01,Senior Staff,40000
71674,Udo,Huxford,9999-01-01,Senior Engineer,40000
71674,Udo,Huxford,1992-12-23,Engineer,40000
71683,Sastry,Hedayat,9999-01-01,Engineer,40000
71706,Van,Murtha,9999-01-01,Technique Leader,40000
71715,Eberhardt,Niizuma,1990-08-19,Staff,70566
71715,Eberhardt,Niizuma,9999-01-01,Senior Staff,70566
71722,Marco,Lally,9999-01-01,Senior Engineer,40000
71722,Marco,Lally,1997-08-16,Engineer,40000
71725,Kannan,Yurek,9999-01-01,Engineer,40000
71729,Jongsuk,Rosch,9999-01-01,Technique Leader,44787
71732,Arra,Highland,9999-01-01,Engineer,50205
71754,Leen,Hebden,9999-01-01,Senior Engineer,44476
71754,Leen,Hebden,2001-03-04,Engineer,44476
71766,Gennady,Lieblein,1987-05-16,Staff,58909
71773,Leen,Ebeling,1994-12-29,Staff,57105
71773,Leen,Ebeling,9999-01-01,Senior Staff,57105
71779,Hironoby,Cooman,9999-01-01,Engineer,69098
71788,Reinhard,Verspoor,2001-08-22,Staff,40000
71788,Reinhard,Verspoor,9999-01-01,Senior Staff,40000
71810,Hideo,Ertl,1996-12-30,Staff,75775
71810,Hideo,Ertl,9999-01-01,Senior Staff,75775
71832,Boguslaw,Sanella,1993-02-16,Staff,40000
71832,Boguslaw,Sanella,1997-08-15,Senior Staff,40000
71842,Bluma,Cummings,1998-12-28,Staff,68393
71842,Bluma,Cummings,9999-01-01,Senior Staff,68393
71847,Seshu,Kadhim,1999-12-25,Staff,82438
71847,Seshu,Kadhim,9999-01-01,Senior Staff,82438
71855,Lein,Luef,9999-01-01,Technique Leader,42783
71869,Elzbieta,Puoti,9999-01-01,Technique Leader,40000
71889,Tristan,Hennebert,9999-01-01,Senior Engineer,54736
71889,Tristan,Hennebert,1993-07-04,Engineer,54736
71894,Guther,Munawer,9999-01-01,Senior Engineer,40000
71904,Zine,Oxman,1992-06-16,Staff,59744
71914,Navid,Uludag,9999-01-01,Senior Engineer,40000
71915,Goh,Jakobus,9999-01-01,Staff,54007
71923,Jayesh,Kavanagh,9999-01-01,Technique Leader,48573
71930,Lech,Etalle,9999-01-01,Senior Staff,70507
71948,Angel,Bonifati,9999-01-01,Engineer,40000
71960,Teunis,Karnin,1998-08-06,Staff,77327
71960,Teunis,Karnin,9999-01-01,Senior Staff,77327
71979,Sugwoo,Kropp,1995-08-09,Staff,61631
71979,Sugwoo,Kropp,9999-01-01,Senior Staff,61631
71980,Stamatina,Compeau,9999-01-01,Engineer,45916
71980,Stamatina,Compeau,1995-12-25,Assistant Engineer,45916
71993,Bernd,Caine,1991-08-24,Staff,40000
71993,Bernd,Caine,9999-01-01,Senior Staff,40000
71998,Pranas,Lovengreen,9999-01-01,Engineer,54808
71998,Pranas,Lovengreen,1999-03-26,Assistant Engineer,54808
72008,Soenke,Wrigley,9999-01-01,Engineer,40000
72013,Lene,Beilner,1996-06-09,Staff,40000
72013,Lene,Beilner,9999-01-01,Senior Staff,40000
72026,Wilmer,Pesch,9999-01-01,Senior Engineer,40000
72026,Wilmer,Pesch,1994-07-31,Engineer,40000
72031,Nagui,Makrucki,1994-01-22,Staff,65794
72031,Nagui,Makrucki,9999-01-01,Senior Staff,65794
72071,Bilhanan,Rullman,1997-01-24,Staff,71314
72071,Bilhanan,Rullman,9999-01-01,Senior Staff,71314
72074,Mahmut,Chinal,1997-02-21,Staff,56546
72074,Mahmut,Chinal,9999-01-01,Senior Staff,56546
72077,Reuven,Juneja,1992-04-29,Staff,56420
72077,Reuven,Juneja,9999-01-01,Senior Staff,56420
72078,Olivera,Limongiello,9999-01-01,Senior Engineer,70428
72078,Olivera,Limongiello,1992-11-26,Engineer,70428
72085,Sverrir,Ishibashi,9999-01-01,Senior Engineer,40000
72085,Sverrir,Ishibashi,1993-02-18,Engineer,40000
72092,Alper,Zaumen,9999-01-01,Senior Engineer,40798
72092,Alper,Zaumen,1993-06-08,Engineer,40798
72097,Almudena,Perng,1994-07-08,Staff,40000
72097,Almudena,Perng,9999-01-01,Senior Staff,40000
72140,Christ,Cronau,9999-01-01,Senior Engineer,49434
72140,Christ,Cronau,1996-05-14,Engineer,49434
72160,Sugwoo,Scharstein,9999-01-01,Staff,51261
72166,Hidekazu,Scallan,2000-07-04,Engineer,62411
72193,Fai,Badr,1995-06-03,Staff,61312
72195,Iara,Schwartzbauer,2000-12-27,Senior Engineer,56208
72207,Wuxu,Marsiglia,1993-11-21,Staff,62275
72207,Wuxu,Marsiglia,9999-01-01,Senior Staff,62275
72213,Fumiko,Rubsam,2002-03-02,Senior Engineer,40000
72213,Fumiko,Rubsam,2001-03-12,Engineer,40000
72213,Fumiko,Rubsam,1995-03-13,Assistant Engineer,40000
72262,Shahab,Braunmuhl,9999-01-01,Senior Engineer,40000
72262,Shahab,Braunmuhl,1992-11-18,Engineer,40000
72277,Soenke,Stassinopoulos,2001-06-18,Staff,69623
72281,Sariel,Uhrik,9999-01-01,Senior Engineer,53176
72281,Sariel,Uhrik,2001-07-08,Engineer,53176
72284,Radhakrishnan,Mondadori,9999-01-01,Staff,40000
72298,Lenore,Glinert,9999-01-01,Engineer,47705
72298,Lenore,Glinert,2001-01-29,Assistant Engineer,47705
72307,Genta,Asser,9999-01-01,Senior Engineer,69455
72307,Genta,Asser,1996-05-10,Engineer,69455
72338,Sreekrishna,Gubsky,9999-01-01,Senior Engineer,56018
72357,Kristina,Krogh,9999-01-01,Technique Leader,59424
72371,Tetsurou,Demke,1989-12-02,Staff,40000
72387,Taiji,Zeilberger,9999-01-01,Engineer,40000
72389,Xuejun,Piancastelli,9999-01-01,Senior Engineer,72799
72389,Xuejun,Piancastelli,1997-10-09,Engineer,72799
72397,Shigeu,Einsfeld,9999-01-01,Senior Engineer,49929
72397,Shigeu,Einsfeld,1993-08-28,Engineer,49929
72431,Yuqun,Vandervoorde,1998-09-18,Senior Staff,85262
72434,Snehasis,Lueh,9999-01-01,Assistant Engineer,40000
72451,Xiong,Stamatiou,9999-01-01,Senior Engineer,44339
72478,Rosli,Motley,9999-01-01,Senior Staff,40000
72486,Irena,Brickell,9999-01-01,Senior Engineer,40000
72486,Irena,Brickell,1994-06-08,Engineer,40000
72490,Fumiyo,Pena,1999-04-05,Technique Leader,40000
72497,Kwangjo,McAlpine,9999-01-01,Senior Engineer,40000
72497,Kwangjo,McAlpine,1994-05-14,Engineer,40000
72510,Miomir,Tomescu,9999-01-01,Senior Engineer,69792
72510,Miomir,Tomescu,1997-07-07,Engineer,69792
72513,Juichirou,Talmon,9999-01-01,Engineer,48057
72551,Bedir,Impagliazzo,9999-01-01,Senior Engineer,42410
72551,Bedir,Impagliazzo,2000-03-19,Engineer,42410
72566,Munehiro,Schaaf,9999-01-01,Senior Engineer,40000
72566,Munehiro,Schaaf,1994-11-22,Engineer,40000
72609,Baziley,Guting,1988-09-15,Staff,75714
72617,Naraig,Worfolk,9999-01-01,Senior Staff,40000
72625,Moti,Nyanchama,9999-01-01,Engineer,48362
72627,Apostol,Conry,9999-01-01,Engineer,51665
72634,Xuedong,Thiran,1996-12-23,Staff,43347
72634,Xuedong,Thiran,9999-01-01,Senior Staff,43347
72639,Jiang,Angel,1994-09-27,Staff,42552
72639,Jiang,Angel,9999-01-01,Senior Staff,42552
72646,Elgin,Tchuente,9999-01-01,Engineer,50608
72646,Elgin,Tchuente,1996-02-20,Assistant Engineer,50608
72651,Padma,Kawashima,1992-03-11,Staff,42943
72661,Dinah,Baja,1992-10-22,Staff,52915
72661,Dinah,Baja,9999-01-01,Senior Staff,52915
72683,Tristan,Frolund,9999-01-01,Senior Engineer,40000
72683,Tristan,Frolund,1995-09-21,Engineer,40000
72686,Radoslaw,Marakhovsky,9999-01-01,Senior Engineer,40711
72725,Jayesh,Felder,9999-01-01,Senior Engineer,61650
72727,Lunjin,Basagni,1994-11-21,Staff,66838
72727,Lunjin,Basagni,2001-10-07,Senior Staff,66838
72739,Constantino,Sinicrope,9999-01-01,Senior Engineer,40000
72739,Constantino,Sinicrope,1995-05-21,Engineer,40000
72741,Ulises,Range,9999-01-01,Staff,46867
72752,Kensyu,Gente,9999-01-01,Senior Engineer,69936
72768,Sajjad,Kolvik,9999-01-01,Engineer,40000
72788,Berthier,Dulli,1999-04-25,Staff,65988
72799,Akeel,Usdin,9999-01-01,Senior Engineer,54368
72815,Marc,Setiz,1997-06-05,Staff,56410
72836,Sadun,Baez,1993-10-08,Staff,47344
72836,Sadun,Baez,9999-01-01,Senior Staff,47344
72861,Chirstian,Pramanik,9999-01-01,Senior Engineer,40000
72861,Chirstian,Pramanik,1992-12-25,Engineer,40000
72863,Mohd,Kavvadias,1990-10-17,Staff,50670
72863,Mohd,Kavvadias,9999-01-01,Senior Staff,50670
72866,Sverrir,Zumaque,9999-01-01,Senior Staff,79179
72898,Thanasis,Gurbaxani,9999-01-01,Senior Staff,74007
72900,Fan,Schoegge,1995-11-19,Staff,72295
72916,Arun,Kitsuregawa,9999-01-01,Staff,53222
72917,Paris,Swan,9999-01-01,Senior Staff,44500
72920,Dekang,Radivojevic,1999-12-16,Staff,83480
72920,Dekang,Radivojevic,9999-01-01,Senior Staff,83480
72928,Xiahua,Rosay,1998-04-21,Staff,48666
72928,Xiahua,Rosay,9999-01-01,Senior Staff,48666
72943,Collette,Angot,1995-03-07,Staff,65449
72943,Collette,Angot,9999-01-01,Senior Staff,65449
72957,Frazer,Demizu,1987-07-18,Staff,40000
72959,Rosita,Wynblatt,1997-06-15,Staff,40000
72959,Rosita,Wynblatt,9999-01-01,Senior Staff,40000
72969,Xinan,Setia,9999-01-01,Staff,78665
72977,Shahid,Servi,9999-01-01,Staff,63794
72996,Petter,Castellani,9999-01-01,Senior Engineer,40000
72996,Petter,Castellani,1996-06-04,Engineer,40000
73004,Mitchel,Ballarin,9999-01-01,Senior Engineer,61260
73005,Sachem,Compeau,9999-01-01,Technique Leader,50521
73017,Adel,Iisaka,9999-01-01,Engineer,59529
73017,Adel,Iisaka,2002-01-01,Assistant Engineer,59529
73019,Vishwani,Gecseg,1999-01-11,Senior Engineer,50477
73035,Kensyu,Cummings,9999-01-01,Senior Staff,78429
73036,Syozo,Koyama,1993-11-23,Staff,90889
73036,Syozo,Koyama,9999-01-01,Senior Staff,90889
73063,Nigel,Highland,9999-01-01,Senior Staff,40000
73082,Ioana,Sadowski,9999-01-01,Senior Engineer,60366
73082,Ioana,Sadowski,1994-01-02,Engineer,60366
73090,Yoshinari,Takkinen,1994-03-27,Staff,48393
73090,Yoshinari,Takkinen,9999-01-01,Senior Staff,48393
73110,Gift,Osgood,9999-01-01,Technique Leader,56048
73111,Ottavia,Massonet,9999-01-01,Technique Leader,43571
73119,Miyeon,Kavraki,9999-01-01,Senior Engineer,49013
73137,Manohar,Lortz,9999-01-01,Senior Engineer,68030
73143,Sreekrishna,Cincotta,9999-01-01,Engineer,40000
73143,Sreekrishna,Cincotta,1999-04-22,Assistant Engineer,40000
73194,Perry,Castellani,1995-05-17,Staff,46686
73194,Perry,Castellani,9999-01-01,Senior Staff,46686
73206,Subhada,Winter,1998-11-01,Staff,46490
73208,Yuguang,Menhardt,1996-05-19,Staff,45903
73208,Yuguang,Menhardt,9999-01-01,Senior Staff,45903
73220,Mokhtar,Serre,1992-05-04,Staff,40000
73220,Mokhtar,Serre,9999-01-01,Senior Staff,40000
73222,Kendra,Gurbaxani,9999-01-01,Senior Engineer,40000
73222,Kendra,Gurbaxani,1997-02-21,Engineer,40000
73222,Kendra,Gurbaxani,1991-02-22,Assistant Engineer,40000
73256,Conrado,Alameldin,2000-12-26,Staff,45433
73256,Conrado,Alameldin,2001-07-22,Senior Staff,45433
73314,Oguz,Weiland,1991-07-11,Staff,70697
73314,Oguz,Weiland,1994-02-21,Senior Staff,70697
73322,Atreye,Tomescu,2001-04-13,Staff,81800
73322,Atreye,Tomescu,9999-01-01,Senior Staff,81800
73336,Zhongwei,Molenkamp,1996-01-01,Staff,98099
73336,Zhongwei,Molenkamp,9999-01-01,Senior Staff,98099
73339,Leni,Kamble,9999-01-01,Senior Engineer,58140
73350,Takahira,Daescu,9999-01-01,Senior Engineer,88266
73350,Takahira,Daescu,1992-07-08,Engineer,88266
73354,Arunachalam,Bolotov,1999-09-25,Assistant Engineer,40000
73355,Kannan,Rotem,9999-01-01,Senior Engineer,49429
73355,Kannan,Rotem,2001-10-12,Engineer,49429
73370,Huiqun,Suri,2002-07-21,Engineer,40000
73390,Ishfaq,Beutelspacher,9999-01-01,Senior Engineer,64348
73390,Ishfaq,Beutelspacher,1997-12-04,Engineer,64348
73406,Basil,Tomescu,9999-01-01,Senior Engineer,54965
73406,Basil,Tomescu,1994-08-04,Engineer,54965
73415,Renny,Pillow,9999-01-01,Senior Staff,70580
73425,Parviz,Aumann,9999-01-01,Senior Engineer,51354
73430,Khosrow,Beausoleil,9999-01-01,Senior Engineer,41410
73430,Khosrow,Beausoleil,1990-06-20,Engineer,41410
73456,Toney,Azadmanesh,9999-01-01,Senior Engineer,44012
73456,Toney,Azadmanesh,1996-12-02,Engineer,44012
73466,Tzu,Guerreiro,9999-01-01,Senior Engineer,46274
73466,Tzu,Guerreiro,1994-05-12,Engineer,46274
73499,Ult,Ferriere,2000-10-25,Staff,67659
73499,Ult,Ferriere,9999-01-01,Senior Staff,67659
73500,Sahrah,Thambidurai,9999-01-01,Senior Engineer,49123
73500,Sahrah,Thambidurai,1994-01-15,Engineer,49123
73504,Sastry,Anandan,2000-04-19,Engineer,51043
73523,Fei,Parascandalo,9999-01-01,Senior Staff,68413
73532,Becky,dAstous,9999-01-01,Staff,58237
73553,Duro,Botman,9999-01-01,Senior Engineer,40000
73553,Duro,Botman,1998-11-28,Engineer,40000
73558,Murthy,Reutenauer,1992-06-11,Staff,40000
73559,Masamitsu,Murrill,2002-02-27,Staff,40000
73559,Masamitsu,Murrill,9999-01-01,Senior Staff,40000
73578,Berna,Rohrbach,9999-01-01,Engineer,50566
73592,Xuejun,Shanbhogue,1988-07-04,Senior Engineer,57066
73601,Aloke,Vasanthakumar,9999-01-01,Senior Engineer,63363
73601,Aloke,Vasanthakumar,2000-11-06,Engineer,63363
73609,Jordanka,Hockney,1994-01-24,Staff,40795
73612,Toney,Lienhardt,1995-02-03,Staff,58388
73612,Toney,Lienhardt,9999-01-01,Senior Staff,58388
73625,Fan,Smeets,1995-04-19,Staff,56151
73625,Fan,Smeets,1996-12-26,Senior Staff,56151
73628,Lucien,Riefers,1992-11-30,Staff,58265
73628,Lucien,Riefers,9999-01-01,Senior Staff,58265
73635,Roselyn,Desikan,9999-01-01,Staff,52881
73673,Chenxi,Yurov,9999-01-01,Senior Engineer,48827
73674,Yifei,Jahnichen,1992-10-21,Staff,80999
73674,Yifei,Jahnichen,9999-01-01,Senior Staff,80999
73678,Woody,Beznosov,1995-09-06,Engineer,40000
73687,Zito,Bakhtari,1997-10-24,Staff,61054
73687,Zito,Bakhtari,9999-01-01,Senior Staff,61054
73726,Elvia,Mawatari,9999-01-01,Staff,40000
73733,Takanari,Kusakari,1996-03-02,Staff,61413
73733,Takanari,Kusakari,9999-01-01,Senior Staff,61413
73749,Hercules,Oppitz,1994-02-06,Staff,69369
73756,Moni,Strooper,9999-01-01,Senior Engineer,40000
73756,Moni,Strooper,2001-01-05,Engineer,40000
73758,Serenella,Sevcikova,9999-01-01,Senior Engineer,44201
73758,Serenella,Sevcikova,2002-07-28,Engineer,44201
73765,Richara,Gimbel,9999-01-01,Engineer,69223
73777,Carrsten,DeMori,9999-01-01,Engineer,44146
73782,Janche,Prochazka,9999-01-01,Technique Leader,40000
73808,Urs,Skafidas,9999-01-01,Senior Engineer,40000
73808,Urs,Skafidas,1996-02-12,Engineer,40000
73812,Shugo,Koblitz,1997-10-23,Staff,70712
73812,Shugo,Koblitz,9999-01-01,Senior Staff,70712
73817,Nikolaos,Veccia,9999-01-01,Senior Staff,57197
73823,Shaibal,Michaels,1993-03-17,Staff,74949
73823,Shaibal,Michaels,9999-01-01,Senior Staff,74949
73834,Kerryn,Zeilberger,1992-12-19,Senior Engineer,40000
73835,Leif,Krupka,9999-01-01,Senior Engineer,83289
73835,Leif,Krupka,2000-09-01,Engineer,83289
73841,Xiaocheng,Beznosov,1990-06-02,Staff,71616
73841,Xiaocheng,Beznosov,9999-01-01,Senior Staff,71616
73868,Moon,Goodrum,9999-01-01,Senior Engineer,79654
73868,Moon,Goodrum,2002-06-22,Engineer,79654
73875,Rafail,Duclos,2001-05-02,Senior Engineer,57532
73875,Rafail,Duclos,1992-11-18,Engineer,57532
73880,Katsuyuki,Gente,9999-01-01,Senior Engineer,40000
73880,Katsuyuki,Gente,1998-05-25,Engineer,40000
73880,Katsuyuki,Gente,1992-05-25,Assistant Engineer,40000
73885,Gianluca,Farrow,9999-01-01,Engineer,40000
73891,Rasikan,Rebaine,1992-08-31,Staff,80024
73891,Rasikan,Rebaine,9999-01-01,Senior Staff,80024
73911,Ziya,Syrotiuk,9999-01-01,Senior Staff,40000
73914,Atreyi,Smailagic,9999-01-01,Senior Engineer,40000
73914,Atreyi,Smailagic,1996-06-11,Engineer,40000
73937,Kagan,Moehrke,9999-01-01,Senior Staff,56500
73943,Chenxi,Szilard,1991-06-17,Staff,40000
73949,Gian,Birch,1995-12-30,Staff,59361
73952,Georgy,Matzov,9999-01-01,Senior Engineer,54749
73952,Georgy,Matzov,1996-04-03,Engineer,54749
73965,Tonia,Verhaegen,9999-01-01,Engineer,40000
73969,Yongdong,Prampolini,9999-01-01,Engineer,40140
74000,Stabislas,Choobineh,2002-07-21,Senior Engineer,40655
74000,Stabislas,Choobineh,1999-12-02,Engineer,40655
74014,Hilary,Benaini,9999-01-01,Senior Engineer,44130
74014,Hilary,Benaini,1998-10-25,Engineer,44130
74021,Qiwen,Baba,9999-01-01,Senior Engineer,52086
74021,Qiwen,Baba,1997-11-14,Engineer,52086
74024,Dinkar,Cools,9999-01-01,Senior Engineer,84359
74042,Rosine,Kaiserswerth,9999-01-01,Senior Engineer,83655
74042,Rosine,Kaiserswerth,1996-12-29,Engineer,83655
74048,Krister,Mandell,9999-01-01,Engineer,40000
74048,Krister,Mandell,1997-06-29,Assistant Engineer,40000
74056,Fumitake,Ishibashi,9999-01-01,Engineer,49164
74106,Sailaja,Uchoa,1995-02-16,Staff,67742
74106,Sailaja,Uchoa,9999-01-01,Senior Staff,67742
74116,Adit,Couchot,9999-01-01,Senior Engineer,40000
74116,Adit,Couchot,2000-07-15,Engineer,40000
74121,Otmar,Capobianchi,2002-05-19,Engineer,40000
74126,Dulce,Bala,9999-01-01,Senior Engineer,64060
74126,Dulce,Bala,1993-01-02,Engineer,64060
74151,Munehiro,Bahl,9999-01-01,Senior Staff,76340
74166,Shawna,Beidas,2001-05-14,Staff,43899
74166,Shawna,Beidas,9999-01-01,Senior Staff,43899
74171,Patricio,Kleiser,1994-01-23,Engineer,49708
74176,Mariangiola,Conte,9999-01-01,Senior Engineer,45366
74176,Mariangiola,Conte,1996-03-02,Engineer,45366
74177,Charmane,Azumi,1995-06-04,Staff,40000
74177,Charmane,Azumi,9999-01-01,Senior Staff,40000
74183,Zissis,Suomi,1994-01-06,Senior Staff,40000
74188,Kersti,Cronau,9999-01-01,Senior Engineer,41541
74188,Kersti,Cronau,2000-06-21,Engineer,41541
74202,Aamer,Schneeberger,9999-01-01,Senior Engineer,48172
74202,Aamer,Schneeberger,1993-10-14,Engineer,48172
74215,Tooru,Qiwen,1998-04-21,Staff,96657
74222,Foong,Yamaashi,2000-05-01,Technique Leader,47314
74233,Zvonko,Spell,9999-01-01,Senior Engineer,40000
74233,Zvonko,Spell,2002-02-02,Engineer,40000
74233,Zvonko,Spell,1997-02-02,Assistant Engineer,40000
74246,Tomofumi,Erdi,2001-07-22,Staff,99729
74246,Tomofumi,Erdi,9999-01-01,Senior Staff,99729
74259,Ohad,Hmelo,1999-03-30,Staff,64236
74271,Guther,Coombs,2001-10-08,Staff,79587
74271,Guther,Coombs,9999-01-01,Senior Staff,79587
74315,Kristinn,Henseler,9999-01-01,Engineer,40000
74316,Eran,Desikan,1994-01-18,Staff,73441
74316,Eran,Desikan,9999-01-01,Senior Staff,73441
74323,Katsuo,Yetto,9999-01-01,Senior Engineer,48439
74323,Katsuo,Yetto,1996-11-03,Engineer,48439
74332,Brigham,Impagliazzo,9999-01-01,Senior Engineer,42665
74332,Brigham,Impagliazzo,1997-06-02,Engineer,42665
74338,Mahmut,Sigstam,1989-12-16,Staff,40000
74342,Jamaludin,Fiutem,1993-06-21,Staff,87368
74342,Jamaludin,Fiutem,9999-01-01,Senior Staff,87368
74353,Shan,Rajala,9999-01-01,Engineer,51591
74354,Aron,Lorys,1995-06-29,Staff,40000
74354,Aron,Lorys,9999-01-01,Senior Staff,40000
74358,Mohammad,Lanteri,9999-01-01,Senior Staff,71479
74360,Dayanand,Viele,2000-09-01,Senior Engineer,59711
74360,Dayanand,Viele,1999-04-03,Engineer,59711
74383,Yechiam,Impagliazzo,2000-08-04,Senior Engineer,40000
74383,Yechiam,Impagliazzo,1992-08-16,Engineer,40000
74406,Jaber,Tzvieli,9999-01-01,Senior Engineer,40514
74406,Jaber,Tzvieli,1993-11-05,Engineer,40514
74408,Padma,Rodite,9999-01-01,Engineer,58467
74413,Juichirou,Nitta,9999-01-01,Engineer,51003
74420,Horward,Marsiglia,1991-08-02,Staff,73505
74420,Horward,Marsiglia,9999-01-01,Senior Staff,73505
74450,Ortrun,Radivojevic,9999-01-01,Engineer,40000
74481,Theirry,Restivo,9999-01-01,Engineer,40000
74484,Ramya,Salvesen,1999-09-01,Engineer,76884
74493,Susanne,Chelton,9999-01-01,Engineer,54053
74493,Susanne,Chelton,1996-11-10,Assistant Engineer,54053
74494,Jongsuk,Czap,9999-01-01,Senior Engineer,46311
74494,Jongsuk,Czap,1996-12-06,Engineer,46311
74511,Shietung,Schicker,1994-01-25,Engineer,40000
74537,Sanjay,Samarati,9999-01-01,Senior Staff,40000
74571,Atilio,Viele,9999-01-01,Senior Engineer,95687
74571,Atilio,Viele,1992-11-11,Engineer,95687
74574,Kenroku,Morris,1996-08-25,Staff,80121
74605,Kayoko,Berstel,9999-01-01,Engineer,66119
74618,Sanjiv,Zyda,9999-01-01,Engineer,50834
74634,Gad,Strandh,1996-11-26,Staff,40000
74634,Gad,Strandh,9999-01-01,Senior Staff,40000
74639,Heeju,Cooley,9999-01-01,Technique Leader,43157
74656,Mayuri,Radivojevic,9999-01-01,Senior Engineer,48554
74656,Mayuri,Radivojevic,1995-10-05,Engineer,48554
74672,Vishu,Genther,9999-01-01,Senior Engineer,40000
74683,Takanari,Clouatre,1996-07-20,Staff,61336
74683,Takanari,Clouatre,9999-01-01,Senior Staff,61336
74689,Chuanyi,Feldhoffer,1996-08-17,Assistant Engineer,64963
74690,Kristin,Streit,9999-01-01,Senior Engineer,60074
74690,Kristin,Streit,1993-03-03,Engineer,60074
74706,Fen,Tibblin,9999-01-01,Senior Engineer,52180
74706,Fen,Tibblin,1999-09-08,Engineer,52180
