emp_no,first_name,last_name,to_date
93778,Genki,Waterhouse,1999-01-01
93785,Francesca,VanScheik,1999-01-01
93796,Zhonghua,Armand,1999-01-01
93798,Monique,Azumi,1999-01-01
93813,Giordano,Janetzko,1999-01-01
93825,Rosella,Mitsuhashi,1999-01-01
93846,Parke,Bratten,1999-01-01
93854,Constantine,Rosaz,1999-01-01
93869,Lijie,Maccarone,1999-01-01
93887,Zdislav,Sidou,1999-01-01
93915,Genevieve,Waymire,1999-01-01
93921,Chuanti,Driscoll,1999-01-01
93928,Tomoyuki,Axelband,1999-01-01
93932,Giap,Parveen,1999-01-01
93938,Boutros,Veeraraghavan,1999-01-01
93942,Thanasis,Tiemann,1999-01-01
93947,Toshiki,Heyers,1999-01-01
93958,Morrie,Cyre,1999-01-01
93960,Xianlong,Seghrouchni,1999-01-01
93964,Shimshon,Chelton,1999-01-01
93975,Gererd,Calkin,1999-01-01
93976,Demin,Dengi,1999-01-01
93984,Saniya,Journel,1999-01-01
93986,Elzbieta,Perry,1999-01-01
93995,Saeed,Luon,1999-01-01
94008,Sumali,Itzfeldt,1999-01-01
94028,Bernt,Fraisse,1999-01-01
94030,Masato,Shobatake,1999-01-01
94032,Jinya,Katiyar,1999-01-01
94034,Vasilis,Riesenhuber,1999-01-01
94042,Yonghoan,Bruckman,1999-01-01
94046,Valeska,Nourani,1999-01-01
94062,Maia,Genther,1999-01-01
94118,Gina,Ellozy,1999-01-01
94120,Limsoon,Ohori,1999-01-01
94142,Weiyi,Avouris,1999-01-01
94143,Bartek,Argence,1999-01-01
94150,Geoffrey,Eiron,1999-01-01
94156,Kristen,Norsworthy,1999-01-01
94161,Sajjad,Zuberek,1999-01-01
94164,Frazer,Naumovich,1999-01-01
94170,Bader,Yoshimura,1999-01-01
94172,Ronnie,Bage,1999-01-01
94195,Arch,Rabehasaina,1999-01-01
94200,Mahendra,Michaeli,1999-01-01
94201,Mana,Fabrizio,1999-01-01
94206,Denis,Cooley,1999-01-01
94208,Kaijung,Lienhardt,1999-01-01
94210,Ekawit,Pouyioutas,1999-01-01
94211,Martins,Yurov,1999-01-01
94229,Shen,Thambidurai,1999-01-01
94239,Divier,Rosiles,1999-01-01
94260,Shooichi,Marquardt,1999-01-01
94270,Serge,Heuser,1999-01-01
94281,Rutger,Peres,1999-01-01
94285,Goa,Munro,1999-01-01
94287,Kiyokazu,Buchter,1999-01-01
94288,Michaela,Monarch,1999-01-01
94293,Susuma,Qiwen,1999-01-01
94309,Tomoyuki,Zobel,1999-01-01
94313,Menkae,Birdsall,1999-01-01
94320,Kirk,Papsdorf,1999-01-01
94322,Ronnie,Moffat,1999-01-01
94332,Teiji,Sudbeck,1999-01-01
94341,Bokyung,Serre,1999-01-01
94342,Ramalingam,Demizu,1999-01-01
94354,Aleksandar,Apsitis,1999-01-01
94364,Heon,Heping,1999-01-01
94388,Zvonko,Denos,1999-01-01
94405,Ramalingam,Escriba,1999-01-01
94410,Iara,Schieder,1999-01-01
94419,Felicidad,Socorro,1999-01-01
94422,Ayakannu,Fortenbacher,1999-01-01
94425,Kersti,Nergos,1999-01-01
94438,Demos,Lueh,1999-01-01
94462,Sadegh,Lukaszewicz,1999-01-01
94464,Weicheng,Alameldin,1999-01-01
94465,Huiqun,Dalphin,1999-01-01
94469,Moto,Fendler,1999-01-01
94480,Remzi,Majewski,1999-01-01
94496,Sungwon,Akiyama,1999-01-01
94516,Toong,Rassart,1999-01-01
94521,Deborah,Schlegelmilch,1999-01-01
94525,Sadok,Brookner,1999-01-01
94531,Kannan,Bahl,1999-01-01
94539,Kerryn,Tyugu,1999-01-01
94574,Abdelghani,Dulli,1999-01-01
94582,Willard,Baar,1999-01-01
94589,Sibyl,Heusch,1999-01-01
94592,Sven,Boudaillier,1999-01-01
94596,Nahid,Biros,1999-01-01
94603,Fox,Kuszyk,1999-01-01
94606,Berni,Casley,1999-01-01
94625,Kwangyoen,Kalorkoti,1999-01-01
94637,Kazuhira,Terekhov,1999-01-01
94658,Basil,Kaelbling,1999-01-01
94665,Nirmal,Talmon,1999-01-01
94666,Gudjon,Denti,1999-01-01
94667,Naraig,Rebaine,1999-01-01
94680,Teruyuki,Baja,1999-01-01
94681,Nigel,Clemencon,1999-01-01
94684,Subbu,Stiles,1999-01-01
94704,Rimon,Thombley,1999-01-01
94709,Brewster,Lemarechal,1999-01-01
94710,Anneke,Schrooten,1999-01-01
94732,Heping,Eiter,1999-01-01
94734,Bingning,Anguita,1999-01-01
94735,Rosine,Peak,1999-01-01
94736,Visit,Trelles,1999-01-01
94743,Jinxi,Reinhard,1999-01-01
94745,Genki,Leslie,1999-01-01
94769,Guozhong,Montemayor,1999-01-01
94775,Moie,Kilgore,1999-01-01
94815,Kwun,Dusink,1999-01-01
94822,Marit,Parascandalo,1999-01-01
94828,Anoosh,Dahlbom,1999-01-01
94833,Miyeon,Kleiser,1999-01-01
94838,Howell,Czap,1999-01-01
94849,Shao,Koshino,1999-01-01
94862,Gro,Baek,1999-01-01
94864,Boriana,Cronin,1999-01-01
94871,Kasidit,Chenney,1999-01-01
94885,Vidya,Detkin,1999-01-01
94890,Mayuri,Piancastelli,1999-01-01
94898,Kristof,Vandervoorde,1999-01-01
94900,Atilio,Zyda,1999-01-01
94914,Ranan,Preusig,1999-01-01
94918,Domenico,Pews,1999-01-01
94920,Gretta,Birrer,1999-01-01
94922,Shaowen,Neimat,1999-01-01
94935,Christophe,Wynblatt,1999-01-01
94950,Duke,Hofman,1999-01-01
94957,Roselyn,Genther,1999-01-01
94987,Kazuhira,Berendt,1999-01-01
94988,Martina,Improta,1999-01-01
94998,Goh,Koblitz,1999-01-01
95000,Mario,Weiland,1999-01-01
95001,Berhard,Kalloufi,1999-01-01
95003,Eberhardt,Baba,1999-01-01
95036,Christfried,Sessa,1999-01-01
95046,Bogdan,Spinelli,1999-01-01
95056,Serif,Terekhov,1999-01-01
95071,Toney,Isaak,1999-01-01
95085,Rosella,Hasham,1999-01-01
95116,Oguz,Lorys,1999-01-01
95133,Shiv,Strandh,1999-01-01
95147,Shietung,Gecsel,1999-01-01
95152,Sarita,Riefers,1999-01-01
95153,Guangming,Kawashima,1999-01-01
95159,Yechiam,Kusalik,1999-01-01
95190,Elgin,Onuegbe,1999-01-01
95200,Guenter,Kalefeld,1999-01-01
95212,Feipei,Kobara,1999-01-01
95219,Shaw,Porenta,1999-01-01
95223,Torsten,Quittner,1999-01-01
95232,Atreyi,Ernst,1999-01-01
95248,Tsuneo,Akaboshi,1999-01-01
95256,Xiaocheng,Hennings,1999-01-01
95257,Shih,Ratzlaff,1999-01-01
95277,Gina,Gist,1999-01-01
95278,Roselyn,Seghrouchni,1999-01-01
95281,Kensyu,Savasere,1999-01-01
95283,Kwee,Peak,1999-01-01
95285,Dipayan,Muhling,1999-01-01
95289,Teunis,Coombs,1999-01-01
95294,Dulce,Bain,1999-01-01
95317,Srinidhi,Rosis,1999-01-01
95322,Remzi,Demizu,1999-01-01
95323,Patricia,Makinen,1999-01-01
95346,Jouko,Heering,1999-01-01
95362,Yonghong,Zyda,1999-01-01
95365,Xuejia,Sichman,1999-01-01
95368,Arco,Sichman,1999-01-01
95376,Vishu,Docker,1999-01-01
95389,Lunjin,Lund,1999-01-01
95393,Udaiprakash,Magliocco,1999-01-01
95405,Phillip,Ellozy,1999-01-01
95427,George,Braunmuhl,1999-01-01
95428,Shuzo,Conde,1999-01-01
95431,Anyuan,Braunmuhl,1999-01-01
95452,Almudena,Rissland,1999-01-01
95460,Bedir,Oskamp,1999-01-01
95470,Roddy,Gajiwala,1999-01-01
95473,Roselyn,Wallrath,1999-01-01
95474,Guiseppe,Akazan,1999-01-01
95487,Val,Khamsi,1999-01-01
95503,Pranay,Pulkowski,1999-01-01
95505,Tsz,Cooley,1999-01-01
95510,Mototsugu,Christ,1999-01-01
95511,Sedat,Salvesen,1999-01-01
95520,Jingling,Birsak,1999-01-01
95541,Chinho,Whitcomb,1999-01-01
95549,Arun,Sooriamurthi,1999-01-01
95558,Vasiliy,Etalle,1999-01-01
95564,Elliott,Kading,1999-01-01
95570,Gregory,Kadhim,1999-01-01
95584,Arumugam,Herbst,1999-01-01
95601,Vincent,Guting,1999-01-01
95602,Shounak,Litvinov,1999-01-01
95625,Bogdan,Negoita,1999-01-01
95644,Oddvar,Cusworth,1999-01-01
95645,Sudharsan,Binkley,1999-01-01
95647,Francoise,Cheshire,1999-01-01
95662,Martien,Spell,1999-01-01
95670,Shaleah,Krybus,1999-01-01
95696,Akemi,Schaft,1999-01-01
95702,Nakhoon,Gargeya,1999-01-01
95714,Doohun,Kaiserswerth,1999-01-01
95735,Mircea,Rande,1999-01-01
95736,Nahum,Glinert,1999-01-01
95743,Nikolaos,Selvestrel,1999-01-01
95746,Piyawadee,Rodham,1999-01-01
95767,Muzhong,Schmiedel,1999-01-01
95772,Ziva,Sinicrope,1999-01-01
95775,Nobuyoshi,Kading,1999-01-01
95786,Dharmaraja,Peral,1999-01-01
95787,Chinhyun,Lueh,1999-01-01
95798,Berry,Stemann,1999-01-01
95804,Otmar,Luce,1999-01-01
95820,Hyuckchul,Perri,1999-01-01
95822,Divine,Teitelbaum,1999-01-01
95835,Mori,Rajcani,1999-01-01
95841,Mamdouh,Kampfer,1999-01-01
95853,Manton,Flasterstein,1999-01-01
95866,Kitty,Angot,1999-01-01
95867,Shakhar,Meszaros,1999-01-01
95883,Eirik,Koshiba,1999-01-01
95886,Gift,Hanratty,1999-01-01
95890,Leni,Baba,1999-01-01
95891,Jinya,Mondadori,1999-01-01
95893,Aleksander,Ossenbruggen,1999-01-01
95898,Brewster,Schaad,1999-01-01
95902,Adin,Mikschl,1999-01-01
95923,Richard,Rijsenbrij,1999-01-01
95939,Kiyokazu,Ozeri,1999-01-01
95943,Guozhong,Luit,1999-01-01
95946,Kellie,Ertl,1999-01-01
95969,Quingbo,Schwaller,1999-01-01
95985,Subbu,Orsini,1999-01-01
95992,Hirochika,Jenevein,1999-01-01
95999,Owen,Murillo,1999-01-01
96010,Masanao,Peron,1999-01-01
96016,Giao,Falco,1999-01-01
96046,Urs,Alpin,1999-01-01
96059,Valter,Mandell,1999-01-01
96069,Yahiko,Einsfeld,1999-01-01
96083,Khalil,Muchinsky,1999-01-01
96084,Hauke,Piazza,1999-01-01
96085,Shin,Leuchs,1999-01-01
96099,Roded,Ritzmann,1999-01-01
96107,Luise,Geffroy,1999-01-01
96108,Hatsukazu,Krychniak,1999-01-01
96109,Jasminko,Chappelet,1999-01-01
96122,Muzhong,Onuegbe,1999-01-01
96124,Guenter,Benantar,1999-01-01
96129,Aloys,Alvarado,1999-01-01
96132,Sachem,Wroclawski,1999-01-01
96138,Lidong,Ghalwash,1999-01-01
96139,Constantijn,Pell,1999-01-01
96157,Kwangyoen,Haldar,1999-01-01
96161,Hugh,Riesenhuber,1999-01-01
96162,Tokuyasu,Dehkordi,1999-01-01
96169,Roselyn,Bharadwaj,1999-01-01
96174,Aral,Junot,1999-01-01
96196,Berthier,Zambonelli,1999-01-01
96197,Yechiam,Himler,1999-01-01
96201,Suvo,Guting,1999-01-01
96224,Manu,Panienski,1999-01-01
96276,Luisa,Wossner,1999-01-01
96298,Martial,Marakhovsky,1999-01-01
96299,Cullen,Perko,1999-01-01
96304,Kristof,Stassinopoulos,1999-01-01
96308,Nigel,Aingworth,1999-01-01
96311,Candido,Riesenhuber,1999-01-01
96318,Berhard,Andreotta,1999-01-01
96324,Alejandro,Bharadwaj,1999-01-01
96341,Nidapan,Ranai,1999-01-01
96342,Pranjal,Manders,1999-01-01
96346,Gian,Pettis,1999-01-01
96371,Gunilla,Wilharm,1999-01-01
96376,Sachio,Stassinopoulos,1999-01-01
96405,Subbu,Barreiro,1999-01-01
96417,Bouchung,Akiyama,1999-01-01
96432,Taisook,Raoux,1999-01-01
96433,Mantis,Vecchio,1999-01-01
96440,Guangming,Skogmar,1999-01-01
96459,Bojan,Matheson,1999-01-01
96499,Arvin,Mitina,1999-01-01
96506,Ferdinand,Schicker,1999-01-01
96521,Gro,Imataki,1999-01-01
96524,George,Brodie,1999-01-01
96534,Fumiyo,Leslie,1999-01-01
96556,Guttorm,Penn,1999-01-01
96560,Parto,Kushner,1999-01-01
96562,Abdulah,Ghemri,1999-01-01
96587,Yaghout,Kobara,1999-01-01
96592,Persi,Shiratori,1999-01-01
96599,Kwee,Salverda,1999-01-01
96603,Zissis,Markovitch,1999-01-01
96604,Jiong,Panienski,1999-01-01
96609,Bowen,Kemmerer,1999-01-01
96617,Shirish,Peak,1999-01-01
96629,Arie,Reutenauer,1999-01-01
96630,Danai,Porenta,1999-01-01
96646,Kiam,Shobatake,1999-01-01
96648,Josyula,Perez,1999-01-01
96649,Ishfaq,Veeraraghavan,1999-01-01
96673,Hironobu,Oxman,1999-01-01
96689,Emdad,Roohalamini,1999-01-01
96704,Baziley,Koshino,1999-01-01
96717,Christophe,Vanwelkenhuysen,1999-01-01
96724,Kyoichi,Litzler,1999-01-01
96735,Zejun,Conti,1999-01-01
96753,Claude,Giveon,1999-01-01
96766,Van,Trachtenberg,1999-01-01
96769,Arun,Parascandalo,1999-01-01
96770,Shirish,Solovay,1999-01-01
96780,Olivera,Heuter,1999-01-01
96819,Flemming,Petersohn,1999-01-01
96844,Tommaso,Maliniak,1999-01-01
96848,Khalid,Ranst,1999-01-01
96853,Maha,Rissanen,1999-01-01
96865,Josyula,Ulupinar,1999-01-01
96897,Xiaobin,Willoner,1999-01-01
96900,Dekang,Solovay,1999-01-01
96902,Khalil,Ozeki,1999-01-01
96907,Masamitsu,Hiraishi,1999-01-01
96911,Hirochika,Jeansoulin,1999-01-01
96919,Khaled,Granlund,1999-01-01
96921,Along,Waymire,1999-01-01
96946,Mikhail,Kakkar,1999-01-01
96958,Shaowen,Shihab,1999-01-01
96965,Marjo,Riexinger,1999-01-01
96977,Mabo,Pavlopoulou,1999-01-01
96982,Junsik,Beeson,1999-01-01
96989,Youpyo,Shobatake,1999-01-01
96996,Hideo,Validov,1999-01-01
97015,Snehasis,Asser,1999-01-01
97038,Sergi,Krider,1999-01-01
97045,Hyuncheol,Isaak,1999-01-01
97077,Subbu,Fontan,1999-01-01
97081,Nimmagadda,Covnot,1999-01-01
97088,Luise,Gronowski,1999-01-01
97089,Magy,Georg,1999-01-01
97091,Juichirou,Frijda,1999-01-01
97099,Chinya,Kaiserswerth,1999-01-01
97104,Chiranjit,Ashish,1999-01-01
97114,Paraskevi,Monkewich,1999-01-01
97122,Yoshinari,Cullers,1999-01-01
97123,Basim,Suppi,1999-01-01
97126,Nitsan,Heyers,1999-01-01
97135,Mechthild,Underwood,1999-01-01
97136,Bartek,Clouatre,1999-01-01
97141,Shaowei,Jording,1999-01-01
97184,Geoffry,Perl,1999-01-01
97194,Dannz,Ozery,1999-01-01
97205,Zhenhua,Baar,1999-01-01
97208,Leif,Gelosh,1999-01-01
97216,Suvo,Waschkowski,1999-01-01
97223,Zejun,Wuwongse,1999-01-01
97225,Adam,Erez,1999-01-01
97235,Karsten,Morrin,1999-01-01
97240,Yongmin,Krogh,1999-01-01
97241,Maik,Decaestecker,1999-01-01
97252,Saniya,Markovitch,1999-01-01
97262,Miomir,Esteva,1999-01-01
97264,Ennio,Roisin,1999-01-01
97275,Jiakeng,Kemmerer,1999-01-01
97287,Chanjung,Rajala,1999-01-01
97315,Hironoby,Hoogerwoord,1999-01-01
97335,Demin,Haddadi,1999-01-01
97340,Vishu,Hiyoshi,1999-01-01
97341,Foong,Bamford,1999-01-01
97354,Piyush,Werthner,1999-01-01
97355,Hideo,Warwick,1999-01-01
97366,Mantis,Gimbel,1999-01-01
97374,Kotesh,Strandh,1999-01-01
97375,Nevio,Hofstetter,1999-01-01
97390,Angus,Masaki,1999-01-01
97404,Serif,Bennet,1999-01-01
97428,Rildo,Sankaranarayanan,1999-01-01
97446,Shietung,Christianini,1999-01-01
97452,Krister,Sridhar,1999-01-01
97466,Valdiodio,Marwedel,1999-01-01
97468,Ramalingam,Barvinok,1999-01-01
97492,Dante,Schnabel,1999-01-01
97494,Mariangiola,Daescu,1999-01-01
97495,Satyanarayana,Fadgyas,1999-01-01
97512,Djelloul,DeMori,1999-01-01
97523,Bikash,Suppi,1999-01-01
97525,Shih,Krider,1999-01-01
97540,Lubomir,Brodal,1999-01-01
97571,Guoxiang,Itzigehl,1999-01-01
97575,Nahum,Maksimenko,1999-01-01
97577,Masato,Perna,1999-01-01
97606,Uzi,Conti,1999-01-01
97618,Oguz,Dayang,1999-01-01
97620,Duangkaew,Debuse,1999-01-01
97627,Koichi,Ecklund,1999-01-01
97628,Xiaobin,Luck,1999-01-01
97643,Sigeru,Nannarelli,1999-01-01
97648,Suvo,Kornyak,1999-01-01
97660,Mantis,Pramanik,1999-01-01
97670,Flemming,Yurek,1999-01-01
97677,Taegyun,Poulakidas,1999-01-01
97680,Shaowei,Ravishankar,1999-01-01
97682,Alejandra,Gulik,1999-01-01
97694,Girolamo,Cummings,1999-01-01
97695,Sreekrishna,Fendler,1999-01-01
97704,Zhiwei,Imataki,1999-01-01
97706,Remzi,Erdmenger,1999-01-01
97723,Gou,Mapelli,1999-01-01
97724,Jagoda,Pezzoli,1999-01-01
97726,Guther,Veevers,1999-01-01
97730,Shooichi,Smeets,1999-01-01
97740,Stevo,Bernardinello,1999-01-01
97770,Horward,Keustermans,1999-01-01
97775,Maren,Mahmud,1999-01-01
97781,Divine,Neimat,1999-01-01
97782,Taiji,Openshaw,1999-01-01
97796,Jacopo,Schoegge,1999-01-01
97803,Randy,Keirsey,1999-01-01
97824,Pantung,Yoshimura,1999-01-01
97833,Arunachalam,Kuhnemann,1999-01-01
97843,Barna,Lenart,1999-01-01
97848,Takanari,Unni,1999-01-01
97853,Huiqun,Scharstein,1999-01-01
97870,Leah,Socorro,1999-01-01
97885,Seshu,Edelhoff,1999-01-01
97886,Mario,Chartres,1999-01-01
97900,Ranan,Passafiume,1999-01-01
97913,Saeko,Staylopatis,1999-01-01
97918,Adel,Pollacia,1999-01-01
97923,Haldon,Lienhardt,1999-01-01
97925,Kwok,Beeson,1999-01-01
97938,Aiichiro,Plavsic,1999-01-01
97948,Henk,Geffroy,1999-01-01
97985,Dekang,Botman,1999-01-01
98009,Piyawadee,Schoegge,1999-01-01
98017,Sachio,Gils,1999-01-01
98018,Yongdong,Pileggi,1999-01-01
98028,Rafols,Shackel,1999-01-01
98038,Mack,Peron,1999-01-01
98047,Gill,Nitsche,1999-01-01
98050,Huai,Angel,1999-01-01
98052,JoAnne,Binding,1999-01-01
98054,Berry,Conry,1999-01-01
98060,Tzvetan,Speckmann,1999-01-01
98063,Danco,Rusterholz,1999-01-01
98069,Waiman,Dolinsky,1999-01-01
98072,Luerbio,Merro,1999-01-01
98079,Abdelaziz,Stiles,1999-01-01
98098,Feipei,Eterovic,1999-01-01
98117,Venkatesan,Linnainmaa,1999-01-01
98125,Subir,VanScheik,1999-01-01
98128,Kazuhisa,Ambroszkiewicz,1999-01-01
98149,Moss,Preusig,1999-01-01
98169,Bedrich,Luft,1999-01-01
98171,Jaroslava,Busillo,1999-01-01
98183,Masami,Besselaar,1999-01-01
98192,Sumali,Murtagh,1999-01-01
98199,Sadun,Felcyn,1999-01-01
98212,Sham,Slutz,1999-01-01
98233,Hausi,Trogemann,1999-01-01
98240,Martien,Stifter,1999-01-01
98241,Felicidad,Kroha,1999-01-01
98247,Shakhar,Skafidas,1999-01-01
98253,Pragnesh,Homond,1999-01-01
98269,Vasilii,Ghazalie,1999-01-01
98270,Kinh,Kawashimo,1999-01-01
98285,Georg,Piancastelli,1999-01-01
98293,Jayesh,Adachi,1999-01-01
98297,Xiaoshan,Serot,1999-01-01
98305,Yongmao,Stranks,1999-01-01
98307,Douadi,Leijenhorst,1999-01-01
98311,Menkae,Kambil,1999-01-01
98317,Domenico,Vieri,1999-01-01
98323,Amalendu,Ponthieu,1999-01-01
98335,Shao,Vuskovic,1999-01-01
98338,Guenter,Taneja,1999-01-01
98358,Basim,Aingworth,1999-01-01
98363,Arunachalam,Lorie,1999-01-01
98377,Steve,Flanders,1999-01-01
98394,Berthier,Anick,1999-01-01
98399,Satosi,Wendorf,1999-01-01
98423,Zhiwei,Birta,1999-01-01
98424,Constantijn,Braunschweig,1999-01-01
98430,Fay,Langford,1999-01-01
98436,Akeel,Khalid,1999-01-01
98444,Arra,Lubachevsky,1999-01-01
98445,Spyrose,Constantine,1999-01-01
98453,Huan,Baby,1999-01-01
98457,Bezalel,Standera,1999-01-01
98458,Oguz,Pollock,1999-01-01
98478,Baruch,Heystek,1999-01-01
98485,Chiradeep,Homond,1999-01-01
98495,Duke,Showalter,1999-01-01
98497,Jianhao,Cannata,1999-01-01
98500,Sarita,Bennet,1999-01-01
98506,Oddvar,Gyorkos,1999-01-01
98518,Gad,Rahimi,1999-01-01
98522,Janalee,Kugler,1999-01-01
98524,Anneli,Rosenbaum,1999-01-01
98533,Tsvetan,Detkin,1999-01-01
98536,Francesca,Figueira,1999-01-01
98543,Kristin,Selenyi,1999-01-01
98549,Prodip,Landherr,1999-01-01
98558,Valery,Llado,1999-01-01
98570,Seongbae,Botman,1999-01-01
98586,Kauko,Steenbeek,1999-01-01
98594,Eldridge,Kruskal,1999-01-01
98618,Bojan,Merle,1999-01-01
98619,Sham,Debuse,1999-01-01
98628,Radhika,Bahl,1999-01-01
98636,Kannan,Mahnke,1999-01-01
98663,Serenella,Segond,1999-01-01
98675,Shigehiro,Suri,1999-01-01
98680,Serge,Tchuente,1999-01-01
98682,Naraig,Parhami,1999-01-01
98683,Charmane,Lodder,1999-01-01
98697,JiYoung,Harbusch,1999-01-01
98699,Karsten,Koyama,1999-01-01
98713,Stabislas,Luit,1999-01-01
98717,Chenyi,Oaver,1999-01-01
98725,Gill,Kaminger,1999-01-01
98732,Nikolaus,Baca,1999-01-01
98745,Zhanqiu,Kitsuregawa,1999-01-01
98750,Shooichi,Braccini,1999-01-01
98753,Franziska,Murillo,1999-01-01
98766,Gretta,Buchter,1999-01-01
98768,Valery,Iacovou,1999-01-01
98793,Stevo,Merey,1999-01-01
98795,Pasqua,Hertweck,1999-01-01
98807,Aloys,Hanratty,1999-01-01
98813,Surveyors,Peck,1999-01-01
98820,Djenana,Erva,1999-01-01
98823,Tesuya,Hartvigsen,1999-01-01
98825,Aemilian,Kroft,1999-01-01
98832,Margo,Akiyama,1999-01-01
98838,Kazuhito,Deville,1999-01-01
98845,Jessie,Anido,1999-01-01
98852,Arno,Rissland,1999-01-01
98854,Kotesh,Garrabrants,1999-01-01
98861,George,Bellmore,1999-01-01
98893,Theron,Ramalingam,1999-01-01
98905,Nikolaos,Negoita,1999-01-01
98913,Toshimori,Fabrizio,1999-01-01
98918,Perry,Kopetz,1999-01-01
98957,Khalil,Schmittgen,1999-01-01
98962,Brendon,Sluis,1999-01-01
98965,Mori,Parhami,1999-01-01
98973,Aemilian,Quittner,1999-01-01
98977,Richara,Alameldin,1999-01-01
98984,Rosalyn,Ushiama,1999-01-01
98987,Dipayan,Suermann,1999-01-01
98992,Gonzalo,Heping,1999-01-01
98993,Ronghao,Apsitis,1999-01-01
98996,Parke,Kalloufi,1999-01-01
99002,Shan,Bergere,1999-01-01
99007,Ugo,Ibel,1999-01-01
99013,Tsz,Cools,1999-01-01
99014,Adly,Siprelle,1999-01-01
99022,Golgen,Wilfing,1999-01-01
99023,Gill,Kusakabe,1999-01-01
99029,Ohad,Eiter,1999-01-01
99050,Stevo,Krichel,1999-01-01
99064,Marin,Trogemann,1999-01-01
99097,Toshiki,Munawer,1999-01-01
99104,Karsten,Kolinko,1999-01-01
99137,Yonghoan,Pollock,1999-01-01
99153,Maik,Montresor,1999-01-01
99161,Ramya,Heyers,1999-01-01
99182,Jaques,Fontan,1999-01-01
99206,Florian,Matheson,1999-01-01
99208,Mokhtar,Bernick,1999-01-01
99210,Irene,Morrin,1999-01-01
99220,Domenico,Zobel,1999-01-01
99226,Mario,Pehl,1999-01-01
99231,Nahla,Wielonsky,1999-01-01
99253,Genki,Maccarone,1999-01-01
99269,Leaf,Gien,1999-01-01
99272,Yuriy,Birge,1999-01-01
99274,Taizo,Schurmann,1999-01-01
99276,Takanari,Aamodt,1999-01-01
99290,Youssef,Basagni,1999-01-01
99297,Xinan,Erman,1999-01-01
99299,Sachem,Claffy,1999-01-01
99307,Moto,Thibadeau,1999-01-01
99313,Masasuke,Caine,1999-01-01
99340,Masaru,Selvestrel,1999-01-01
99365,Poornachandra,Kopetz,1999-01-01
99369,Marke,Krohn,1999-01-01
99371,Tokuyasu,Vuskovic,1999-01-01
99376,Olivera,Blokdijk,1999-01-01
99390,Cristinel,Potthoff,1999-01-01
99400,Hitomi,Decaestecker,1999-01-01
99422,Kotesh,Navazio,1999-01-01
99431,Prodip,Kusalik,1999-01-01
99438,Vidar,Prochazka,1999-01-01
99442,Sibyl,Uhrig,1999-01-01
99443,Zita,Woycyznski,1999-01-01
99451,Guenter,Riexinger,1999-01-01
99466,Margo,Schusler,1999-01-01
99473,Jaihie,Servi,1999-01-01
99476,Shahaf,Laventhal,1999-01-01
99481,Arnd,Akaboshi,1999-01-01
99492,Rosine,Gajiwala,1999-01-01
99501,Djenana,Scharstein,1999-01-01
99520,Eran,Copas,1999-01-01
99522,Murthy,Prenel,1999-01-01
99527,Feipei,Duclos,1999-01-01
99544,Irene,Petersohn,1999-01-01
99557,Arlette,Fordan,1999-01-01
99564,Vitali,Azevdeo,1999-01-01
99567,Christfried,Oberman,1999-01-01
99571,Rajmohan,Slobodova,1999-01-01
99583,Holgard,Schmittgen,1999-01-01
99606,Kamran,Flowers,1999-01-01
99608,Baruch,Paludetto,1999-01-01
99611,Breannda,Stasinski,1999-01-01
99622,Etsuo,Taneja,1999-01-01
99637,Moti,Maccarone,1999-01-01
99643,Beshir,Babu,1999-01-01
99646,Manu,Farris,1999-01-01
99649,Danny,Berstel,1999-01-01
99655,Elvis,Borovoy,1999-01-01
99671,Tsuneo,Leppanen,1999-01-01
99681,Henk,Tramer,1999-01-01
99687,Barna,Yavatkar,1999-01-01
99688,Christophe,Noriega,1999-01-01
99703,Manton,Berstel,1999-01-01
99705,Souichi,Bahr,1999-01-01
99716,Luerbio,Casperson,1999-01-01
99719,Sreekrishna,Ramamoorthy,1999-01-01
99729,Dmitri,Porenta,1999-01-01
99745,Girolamo,Highland,1999-01-01
99769,Xinyu,Winter,1999-01-01
99771,Gudjon,Lund,1999-01-01
99779,Rasiah,Taubenfeld,1999-01-01
99781,Randi,Sury,1999-01-01
99788,Adly,Orsini,1999-01-01
99790,Guadalupe,Lowrie,1999-01-01
99794,Kristin,Garnick,1999-01-01
99804,Abdelghani,Benner,1999-01-01
99837,Dipayan,Anick,1999-01-01
99860,Mitchel,Homond,1999-01-01
99874,Leif,Belinskaya,1999-01-01
99880,Herbert,Conti,1999-01-01
99882,Rafail,Falby,1999-01-01
99883,Dulce,Linares,1999-01-01
99889,Mohammad,Osgood,1999-01-01
99890,Aemilian,Decleir,1999-01-01
99895,Olivera,Feldmann,1999-01-01
99915,Elgin,Perna,1999-01-01
99927,Bernardo,Luck,1999-01-01
99937,Yannik,Himler,1999-01-01
99966,Masali,Ferretti,1999-01-01
99972,Jaana,Schaaf,1999-01-01
99981,Rimon,Grandbois,1999-01-01
99989,Divine,Docker,1999-01-01
100013,Gunilla,Bernardinello,1999-01-01
100022,Iara,Lindenbaum,1999-01-01
100024,Godehard,Pelz,1999-01-01
100032,Jaewoo,Papsdorf,1999-01-01
100042,Raimond,Turnbull,1999-01-01
100046,Jayson,Jumpertz,1999-01-01
100072,Fan,Zeleznik,1999-01-01
100074,Yechiam,Velardi,1999-01-01
100092,Eckart,Cannane,1999-01-01
100101,Shakhar,Egerstedt,1999-01-01
