emp_no,first_name,last_name,to_date,title
96169,Roselyn,Bharadwaj,9999-01-01,Senior Engineer
96174,Aral,Junot,9999-01-01,Senior Staff
96196,Berthier,Zambonelli,2002-07-30,Engineer
96196,Berthier,Zambonelli,9999-01-01,Senior Engineer
96197,Yechiam,Himler,1995-02-14,Engineer
96197,Yechiam,Himler,9999-01-01,Senior Engineer
96200,Udaiprakash,Sudkamp,1998-01-11,Staff
96201,Suvo,Guting,1995-03-07,Engineer
96201,Suvo,Guting,9999-01-01,Senior Engineer
96224,Manu,Panienski,9999-01-01,Senior Staff
96224,Manu,Panienski,1993-10-06,Staff
96261,Godehard,Kroft,1997-05-17,Senior Staff
96261,Godehard,Kroft,1991-07-19,Staff
96276,Luisa,Wossner,9999-01-01,Senior Staff
96276,Luisa,Wossner,1995-11-23,Staff
96278,Dipankar,Deyuan,1999-07-02,Staff
96293,Vidar,Brender,1995-02-02,Assistant Engineer
96298,Martial,Marakhovsky,9999-01-01,Staff
96299,Cullen,Perko,9999-01-01,Senior Staff
96299,Cullen,Perko,1990-03-04,Staff
96304,Kristof,Stassinopoulos,9999-01-01,Senior Staff
96308,Nigel,Aingworth,9999-01-01,Senior Staff
96308,Nigel,Aingworth,1993-02-02,Staff
96311,Candido,Riesenhuber,1995-01-06,Engineer
96311,Candido,Riesenhuber,9999-01-01,Senior Engineer
96314,Anneke,Birjandi,1987-08-13,Staff
96318,Berhard,Andreotta,9999-01-01,Senior Staff
96318,Berhard,Andreotta,1990-10-23,Staff
96324,Alejandro,Bharadwaj,1994-05-01,Engineer
96324,Alejandro,Bharadwaj,9999-01-01,Senior Engineer
96341,Nidapan,Ranai,9999-01-01,Senior Staff
96341,Nidapan,Ranai,1995-01-08,Staff
96342,Pranjal,Manders,1997-01-18,Engineer
96342,Pranjal,Manders,9999-01-01,Senior Engineer
96346,Gian,Pettis,9999-01-01,Engineer
96371,Gunilla,Wilharm,9999-01-01,Senior Staff
96371,Gunilla,Wilharm,1993-03-09,Staff
96376,Sachio,Stassinopoulos,9999-01-01,Technique Leader
96393,Quingbo,Condotta,1999-12-08,Staff
96405,Subbu,Barreiro,9999-01-01,Engineer
96417,Bouchung,Akiyama,9999-01-01,Senior Staff
96417,Bouchung,Akiyama,1996-08-01,Staff
96432,Taisook,Raoux,2001-03-22,Engineer
96432,Taisook,Raoux,9999-01-01,Senior Engineer
96433,Mantis,Vecchio,9999-01-01,Engineer
96440,Guangming,Skogmar,9999-01-01,Senior Staff
96440,Guangming,Skogmar,2001-11-23,Staff
96444,Taizo,Radivojevic,1993-09-30,Assistant Engineer
96444,Taizo,Radivojevic,1998-09-30,Engineer
96444,Taizo,Radivojevic,1999-03-27,Senior Engineer
96449,Kayoko,Petersohn,2001-02-25,Senior Engineer
96459,Bojan,Matheson,9999-01-01,Senior Staff
96495,Kerryn,Navazio,1986-08-14,Technique Leader
96499,Arvin,Mitina,9999-01-01,Technique Leader
96506,Ferdinand,Schicker,9999-01-01,Senior Engineer
96521,Gro,Imataki,9999-01-01,Senior Staff
96521,Gro,Imataki,1993-11-18,Staff
96522,Lidong,Lorho,2002-04-04,Senior Staff
96522,Lidong,Lorho,1994-06-09,Staff
96524,George,Brodie,9999-01-01,Technique Leader
96534,Fumiyo,Leslie,1991-08-27,Engineer
96534,Fumiyo,Leslie,9999-01-01,Senior Engineer
96556,Guttorm,Penn,9999-01-01,Senior Staff
96556,Guttorm,Penn,1992-10-19,Staff
96560,Parto,Kushner,9999-01-01,Engineer
96562,Abdulah,Ghemri,9999-01-01,Senior Staff
96562,Abdulah,Ghemri,1994-01-08,Staff
96587,Yaghout,Kobara,1993-12-11,Engineer
96587,Yaghout,Kobara,9999-01-01,Senior Engineer
96592,Persi,Shiratori,1995-03-27,Engineer
96592,Persi,Shiratori,9999-01-01,Senior Engineer
96597,Jaihie,Wolniewicz,2001-06-03,Staff
96599,Kwee,Salverda,1994-08-01,Assistant Engineer
96599,Kwee,Salverda,2002-08-01,Engineer
96599,Kwee,Salverda,9999-01-01,Senior Engineer
96603,Zissis,Markovitch,9999-01-01,Senior Staff
96603,Zissis,Markovitch,2001-08-14,Staff
96604,Jiong,Panienski,1999-05-24,Engineer
96604,Jiong,Panienski,9999-01-01,Senior Engineer
96609,Bowen,Kemmerer,1992-04-20,Engineer
96609,Bowen,Kemmerer,9999-01-01,Senior Engineer
96617,Shirish,Peak,9999-01-01,Senior Staff
96617,Shirish,Peak,1999-02-02,Staff
96629,Arie,Reutenauer,9999-01-01,Senior Engineer
96630,Danai,Porenta,9999-01-01,Senior Staff
96630,Danai,Porenta,1997-01-30,Staff
96646,Kiam,Shobatake,9999-01-01,Staff
96648,Josyula,Perez,9999-01-01,Senior Staff
96648,Josyula,Perez,2001-08-08,Staff
96649,Ishfaq,Veeraraghavan,1998-01-13,Engineer
96649,Ishfaq,Veeraraghavan,9999-01-01,Senior Engineer
96673,Hironobu,Oxman,2000-03-16,Engineer
96673,Hironobu,Oxman,9999-01-01,Senior Engineer
96677,Gro,Fioravanti,1998-09-13,Assistant Engineer
96678,Marit,Baak,2001-11-23,Senior Staff
96678,Marit,Baak,1991-04-29,Staff
96682,Pasqua,Schapire,1993-08-24,Assistant Engineer
96682,Pasqua,Schapire,1995-01-16,Engineer
96689,Emdad,Roohalamini,1999-06-06,Engineer
96689,Emdad,Roohalamini,9999-01-01,Senior Engineer
96704,Baziley,Koshino,9999-01-01,Senior Engineer
96706,Yaghout,Iisaku,1994-09-08,Staff
96717,Christophe,Vanwelkenhuysen,1991-08-05,Engineer
96717,Christophe,Vanwelkenhuysen,9999-01-01,Senior Engineer
96719,Maren,Detkin,1988-06-02,Staff
96720,Arie,Merlo,1993-06-06,Engineer
96720,Arie,Merlo,2001-12-19,Senior Engineer
96724,Kyoichi,Litzler,9999-01-01,Senior Engineer
96735,Zejun,Conti,1997-05-15,Engineer
96735,Zejun,Conti,9999-01-01,Senior Engineer
96751,Filipe,Lichtner,2001-11-01,Senior Staff
96751,Filipe,Lichtner,1996-09-13,Staff
96753,Claude,Giveon,9999-01-01,Senior Staff
96753,Claude,Giveon,1995-03-30,Staff
96766,Van,Trachtenberg,9999-01-01,Technique Leader
96769,Arun,Parascandalo,9999-01-01,Senior Staff
96769,Arun,Parascandalo,1991-06-22,Staff
96770,Shirish,Solovay,9999-01-01,Senior Staff
96780,Olivera,Heuter,9999-01-01,Senior Staff
96780,Olivera,Heuter,1995-02-16,Staff
96819,Flemming,Petersohn,9999-01-01,Senior Staff
96819,Flemming,Petersohn,2000-11-12,Staff
96844,Tommaso,Maliniak,9999-01-01,Engineer
96846,Tran,Merel,1998-01-11,Senior Staff
96846,Tran,Merel,1990-12-03,Staff
96848,Khalid,Ranst,9999-01-01,Senior Staff
96853,Maha,Rissanen,1992-07-13,Engineer
96853,Maha,Rissanen,9999-01-01,Senior Engineer
96865,Josyula,Ulupinar,1994-12-25,Engineer
96865,Josyula,Ulupinar,9999-01-01,Senior Engineer
96866,Alair,Swist,2001-10-22,Engineer
96872,Nadjib,Munke,1990-01-14,Engineer
96873,Jinxi,Ritcey,2000-03-10,Staff
96885,Weiwu,Kitai,2000-06-21,Senior Staff
96885,Weiwu,Kitai,1992-10-04,Staff
96897,Xiaobin,Willoner,2001-04-19,Engineer
96897,Xiaobin,Willoner,9999-01-01,Senior Engineer
96900,Dekang,Solovay,9999-01-01,Engineer
96902,Khalil,Ozeki,9999-01-01,Senior Staff
96902,Khalil,Ozeki,1995-09-21,Staff
96907,Masamitsu,Hiraishi,9999-01-01,Senior Staff
96911,Hirochika,Jeansoulin,9999-01-01,Senior Staff
96911,Hirochika,Jeansoulin,1995-06-12,Staff
96919,Khaled,Granlund,9999-01-01,Senior Staff
96919,Khaled,Granlund,1990-03-10,Staff
96921,Along,Waymire,9999-01-01,Technique Leader
96946,Mikhail,Kakkar,9999-01-01,Senior Staff
96946,Mikhail,Kakkar,1997-05-13,Staff
96958,Shaowen,Shihab,9999-01-01,Senior Staff
96965,Marjo,Riexinger,9999-01-01,Staff
96969,Chinhyun,Fraisse,1989-06-25,Staff
96977,Mabo,Pavlopoulou,9999-01-01,Engineer
96981,Gonzalo,Rebaine,1996-10-10,Engineer
96982,Junsik,Beeson,9999-01-01,Senior Staff
96982,Junsik,Beeson,2000-11-29,Staff
96989,Youpyo,Shobatake,9999-01-01,Senior Staff
96989,Youpyo,Shobatake,1993-11-11,Staff
96996,Hideo,Validov,9999-01-01,Technique Leader
97015,Snehasis,Asser,1991-12-20,Engineer
97015,Snehasis,Asser,9999-01-01,Senior Engineer
97017,Shigehito,Encarnacion,2000-11-19,Staff
97026,Aimee,Poulakidas,1997-11-17,Senior Staff
97026,Aimee,Poulakidas,1997-03-14,Staff
97038,Sergi,Krider,1996-11-27,Engineer
97038,Sergi,Krider,9999-01-01,Senior Engineer
97045,Hyuncheol,Isaak,9999-01-01,Staff
97077,Subbu,Fontan,1996-04-04,Engineer
97077,Subbu,Fontan,9999-01-01,Senior Engineer
97081,Nimmagadda,Covnot,9999-01-01,Staff
97088,Luise,Gronowski,9999-01-01,Technique Leader
97089,Magy,Georg,1992-05-18,Engineer
97089,Magy,Georg,9999-01-01,Senior Engineer
97091,Juichirou,Frijda,9999-01-01,Senior Engineer
97099,Chinya,Kaiserswerth,1993-07-10,Engineer
97099,Chinya,Kaiserswerth,9999-01-01,Senior Engineer
97104,Chiranjit,Ashish,2002-04-23,Engineer
97104,Chiranjit,Ashish,9999-01-01,Senior Engineer
97114,Paraskevi,Monkewich,1994-04-07,Engineer
97114,Paraskevi,Monkewich,9999-01-01,Senior Engineer
97122,Yoshinari,Cullers,9999-01-01,Senior Staff
97122,Yoshinari,Cullers,2001-11-27,Staff
97123,Basim,Suppi,2002-01-24,Engineer
97123,Basim,Suppi,9999-01-01,Senior Engineer
97126,Nitsan,Heyers,9999-01-01,Senior Engineer
97135,Mechthild,Underwood,9999-01-01,Senior Staff
97136,Bartek,Clouatre,1992-09-27,Engineer
97136,Bartek,Clouatre,9999-01-01,Senior Engineer
97141,Shaowei,Jording,9999-01-01,Senior Engineer
97173,Xiping,Pouyioutas,1996-02-22,Senior Staff
97173,Xiping,Pouyioutas,1993-08-06,Staff
97184,Geoffry,Perl,1994-10-25,Engineer
97184,Geoffry,Perl,9999-01-01,Senior Engineer
97194,Dannz,Ozery,1992-09-18,Engineer
97194,Dannz,Ozery,9999-01-01,Senior Engineer
97195,Guther,Karunanithi,1998-05-15,Senior Staff
97205,Zhenhua,Baar,1994-10-19,Engineer
97205,Zhenhua,Baar,9999-01-01,Senior Engineer
97208,Leif,Gelosh,9999-01-01,Senior Engineer
97216,Suvo,Waschkowski,9999-01-01,Senior Staff
97216,Suvo,Waschkowski,2001-01-08,Staff
97221,Martina,Anick,2002-07-19,Senior Staff
97221,Martina,Anick,1993-08-12,Staff
97223,Zejun,Wuwongse,9999-01-01,Senior Staff
97223,Zejun,Wuwongse,1994-04-14,Staff
97225,Adam,Erez,9999-01-01,Technique Leader
97235,Karsten,Morrin,9999-01-01,Engineer
97240,Yongmin,Krogh,9999-01-01,Staff
97241,Maik,Decaestecker,1994-05-29,Engineer
97241,Maik,Decaestecker,9999-01-01,Senior Engineer
97252,Saniya,Markovitch,1994-04-16,Engineer
97252,Saniya,Markovitch,9999-01-01,Senior Engineer
97259,Nobuyoshi,Kolinko,2000-05-03,Staff
97262,Miomir,Esteva,1993-01-13,Engineer
97262,Miomir,Esteva,9999-01-01,Senior Engineer
97264,Ennio,Roisin,1998-01-09,Engineer
97264,Ennio,Roisin,9999-01-01,Senior Engineer
97266,Hugo,Assaf,1993-04-17,Engineer
97266,Hugo,Assaf,1997-11-14,Senior Engineer
97275,Jiakeng,Kemmerer,9999-01-01,Senior Staff
97275,Jiakeng,Kemmerer,1993-12-30,Staff
97287,Chanjung,Rajala,1997-03-09,Engineer
97287,Chanjung,Rajala,9999-01-01,Senior Engineer
97310,Parviz,Siksek,1992-07-10,Senior Engineer
97315,Hironoby,Hoogerwoord,1993-02-02,Engineer
97315,Hironoby,Hoogerwoord,9999-01-01,Senior Engineer
97335,Demin,Haddadi,1994-03-08,Engineer
97335,Demin,Haddadi,9999-01-01,Senior Engineer
97340,Vishu,Hiyoshi,9999-01-01,Senior Staff
97341,Foong,Bamford,9999-01-01,Senior Staff
97341,Foong,Bamford,1998-07-26,Staff
97354,Piyush,Werthner,9999-01-01,Engineer
97355,Hideo,Warwick,1993-01-03,Assistant Engineer
97355,Hideo,Warwick,1999-01-03,Engineer
97355,Hideo,Warwick,9999-01-01,Senior Engineer
97366,Mantis,Gimbel,1996-07-04,Assistant Engineer
97366,Mantis,Gimbel,9999-01-01,Engineer
97373,Dulce,Hoppenstand,1991-11-03,Staff
97374,Kotesh,Strandh,9999-01-01,Senior Staff
97374,Kotesh,Strandh,1995-07-25,Staff
97375,Nevio,Hofstetter,9999-01-01,Senior Staff
97375,Nevio,Hofstetter,1999-03-27,Staff
97390,Angus,Masaki,1992-03-19,Engineer
97390,Angus,Masaki,9999-01-01,Senior Engineer
97404,Serif,Bennet,1994-12-22,Engineer
97404,Serif,Bennet,9999-01-01,Senior Engineer
97428,Rildo,Sankaranarayanan,1993-10-08,Engineer
97428,Rildo,Sankaranarayanan,9999-01-01,Senior Engineer
97446,Shietung,Christianini,1996-07-12,Engineer
97446,Shietung,Christianini,9999-01-01,Senior Engineer
97452,Krister,Sridhar,1993-04-12,Engineer
97452,Krister,Sridhar,9999-01-01,Senior Engineer
97466,Valdiodio,Marwedel,9999-01-01,Senior Staff
97466,Valdiodio,Marwedel,1994-01-07,Staff
97468,Ramalingam,Barvinok,9999-01-01,Senior Staff
97492,Dante,Schnabel,9999-01-01,Senior Staff
97492,Dante,Schnabel,1994-10-12,Staff
97494,Mariangiola,Daescu,1997-07-15,Engineer
97494,Mariangiola,Daescu,9999-01-01,Senior Engineer
97495,Satyanarayana,Fadgyas,2001-10-15,Engineer
97495,Satyanarayana,Fadgyas,9999-01-01,Senior Engineer
97508,Pantung,Garnier,1994-08-08,Staff
97512,Djelloul,DeMori,1991-06-14,Engineer
97512,Djelloul,DeMori,9999-01-01,Senior Engineer
97516,Badri,Gente,1993-06-17,Engineer
97516,Badri,Gente,1996-04-20,Senior Engineer
97523,Bikash,Suppi,9999-01-01,Senior Staff
97523,Bikash,Suppi,1995-10-05,Staff
97524,Kwun,Anandan,2000-08-05,Senior Staff
97524,Kwun,Anandan,1995-11-24,Staff
97525,Shih,Krider,9999-01-01,Technique Leader
97536,Ult,Azadmanesh,2000-02-14,Staff
97540,Lubomir,Brodal,1996-12-03,Engineer
97540,Lubomir,Brodal,9999-01-01,Senior Engineer
97571,Guoxiang,Itzigehl,2001-12-02,Engineer
97571,Guoxiang,Itzigehl,9999-01-01,Senior Engineer
97575,Nahum,Maksimenko,1996-10-26,Engineer
97575,Nahum,Maksimenko,9999-01-01,Senior Engineer
97577,Masato,Perna,9999-01-01,Senior Staff
97577,Masato,Perna,1995-01-24,Staff
97582,Brigham,Bonifati,1990-02-06,Senior Engineer
97586,Wonhee,Tsukuda,1989-12-02,Engineer
97606,Uzi,Conti,1994-04-14,Engineer
97606,Uzi,Conti,9999-01-01,Senior Engineer
97607,Jinya,Birsak,1996-02-12,Senior Staff
97607,Jinya,Birsak,1993-01-24,Staff
97618,Oguz,Dayang,9999-01-01,Senior Engineer
97620,Duangkaew,Debuse,9999-01-01,Senior Staff
97620,Duangkaew,Debuse,1995-01-24,Staff
97627,Koichi,Ecklund,9999-01-01,Senior Staff
97627,Koichi,Ecklund,1995-04-22,Staff
97628,Xiaobin,Luck,1997-07-12,Engineer
97628,Xiaobin,Luck,9999-01-01,Senior Engineer
97643,Sigeru,Nannarelli,1994-05-13,Engineer
97643,Sigeru,Nannarelli,9999-01-01,Senior Engineer
97648,Suvo,Kornyak,9999-01-01,Staff
97654,Martijn,Wynblatt,2000-05-15,Senior Staff
97654,Martijn,Wynblatt,1994-02-25,Staff
97660,Mantis,Pramanik,9999-01-01,Senior Staff
97660,Mantis,Pramanik,1992-05-05,Staff
97666,Spyrose,Alencar,1992-09-02,Senior Staff
97670,Flemming,Yurek,9999-01-01,Senior Staff
97670,Flemming,Yurek,2002-03-24,Staff
97671,Sanjeeva,Remmers,2001-06-14,Engineer
97677,Taegyun,Poulakidas,9999-01-01,Senior Staff
97677,Taegyun,Poulakidas,1998-11-06,Staff
97680,Shaowei,Ravishankar,1997-01-22,Assistant Engineer
97680,Shaowei,Ravishankar,9999-01-01,Engineer
97682,Alejandra,Gulik,9999-01-01,Senior Staff
97682,Alejandra,Gulik,1990-07-05,Staff
97694,Girolamo,Cummings,1995-06-16,Engineer
97694,Girolamo,Cummings,9999-01-01,Senior Engineer
97695,Sreekrishna,Fendler,9999-01-01,Senior Staff
97695,Sreekrishna,Fendler,1993-07-12,Staff
97704,Zhiwei,Imataki,9999-01-01,Senior Staff
97704,Zhiwei,Imataki,1994-11-29,Staff
97706,Remzi,Erdmenger,9999-01-01,Senior Staff
97706,Remzi,Erdmenger,1993-01-11,Staff
97723,Gou,Mapelli,9999-01-01,Senior Staff
97723,Gou,Mapelli,1994-03-09,Staff
97724,Jagoda,Pezzoli,9999-01-01,Assistant Engineer
97726,Guther,Veevers,9999-01-01,Senior Staff
97726,Guther,Veevers,1993-04-16,Staff
97730,Shooichi,Smeets,1999-03-27,Assistant Engineer
97730,Shooichi,Smeets,9999-01-01,Engineer
97740,Stevo,Bernardinello,9999-01-01,Senior Staff
97740,Stevo,Bernardinello,1991-08-22,Staff
97745,Aleksandar,Heijenga,1998-10-18,Senior Staff
97745,Aleksandar,Heijenga,1992-08-09,Staff
97755,Zhongwei,DeMori,1991-09-15,Engineer
97770,Horward,Keustermans,9999-01-01,Senior Staff
97770,Horward,Keustermans,1992-07-28,Staff
97775,Maren,Mahmud,1994-10-15,Engineer
97775,Maren,Mahmud,9999-01-01,Senior Engineer
97781,Divine,Neimat,9999-01-01,Senior Staff
97782,Taiji,Openshaw,1995-02-25,Engineer
97782,Taiji,Openshaw,9999-01-01,Senior Engineer
97787,Jayson,Zumaque,1993-02-26,Engineer
97787,Jayson,Zumaque,1993-06-09,Senior Engineer
97796,Jacopo,Schoegge,2000-07-31,Assistant Engineer
97796,Jacopo,Schoegge,9999-01-01,Engineer
97797,Stein,DuBourdieux,1996-12-08,Engineer
97803,Randy,Keirsey,9999-01-01,Senior Staff
97803,Randy,Keirsey,1993-08-28,Staff
97808,Dharmaraja,Bolotov,2001-03-26,Staff
97810,Saeko,Goodrum,2001-06-16,Senior Engineer
97824,Pantung,Yoshimura,1993-09-20,Engineer
97824,Pantung,Yoshimura,9999-01-01,Senior Engineer
97833,Arunachalam,Kuhnemann,9999-01-01,Senior Staff
97843,Barna,Lenart,9999-01-01,Engineer
97848,Takanari,Unni,9999-01-01,Senior Staff
97853,Huiqun,Scharstein,9999-01-01,Senior Staff
97853,Huiqun,Scharstein,2000-01-09,Staff
97866,Tse,Chandrasekhar,1991-02-06,Technique Leader
97870,Leah,Socorro,9999-01-01,Staff
97885,Seshu,Edelhoff,9999-01-01,Senior Staff
97885,Seshu,Edelhoff,1994-12-17,Staff
97886,Mario,Chartres,9999-01-01,Assistant Engineer
97900,Ranan,Passafiume,1991-08-22,Engineer
97900,Ranan,Passafiume,9999-01-01,Senior Engineer
97913,Saeko,Staylopatis,9999-01-01,Engineer
97918,Adel,Pollacia,9999-01-01,Senior Staff
97918,Adel,Pollacia,1993-08-31,Staff
97923,Haldon,Lienhardt,9999-01-01,Senior Engineer
97925,Kwok,Beeson,1996-05-31,Engineer
97925,Kwok,Beeson,9999-01-01,Senior Engineer
97938,Aiichiro,Plavsic,9999-01-01,Senior Staff
97938,Aiichiro,Plavsic,1992-03-26,Staff
97948,Henk,Geffroy,9999-01-01,Senior Staff
97956,Hinrich,Suessmith,1995-11-27,Engineer
97983,Pasqua,DuBourdieux,2000-03-16,Engineer
97985,Dekang,Botman,9999-01-01,Senior Engineer
98009,Piyawadee,Schoegge,9999-01-01,Senior Staff
98009,Piyawadee,Schoegge,1999-07-08,Staff
98017,Sachio,Gils,9999-01-01,Senior Staff
98017,Sachio,Gils,1991-05-21,Staff
98018,Yongdong,Pileggi,9999-01-01,Staff
98028,Rafols,Shackel,9999-01-01,Staff
98038,Mack,Peron,1995-11-17,Engineer
98038,Mack,Peron,9999-01-01,Senior Engineer
98047,Gill,Nitsche,9999-01-01,Senior Staff
98047,Gill,Nitsche,1997-07-13,Staff
98050,Huai,Angel,9999-01-01,Senior Staff
98052,JoAnne,Binding,9999-01-01,Engineer
98054,Berry,Conry,9999-01-01,Senior Engineer
98060,Tzvetan,Speckmann,9999-01-01,Senior Staff
98060,Tzvetan,Speckmann,1997-09-06,Staff
98063,Danco,Rusterholz,1997-05-25,Assistant Engineer
98063,Danco,Rusterholz,9999-01-01,Engineer
98066,Fumiyo,Prampolini,2000-11-16,Engineer
98069,Waiman,Dolinsky,1996-01-23,Engineer
98069,Waiman,Dolinsky,9999-01-01,Senior Engineer
98072,Luerbio,Merro,9999-01-01,Senior Engineer
98079,Abdelaziz,Stiles,9999-01-01,Senior Staff
98079,Abdelaziz,Stiles,1992-10-05,Staff
98098,Feipei,Eterovic,9999-01-01,Technique Leader
98105,Hausi,Potthoff,1997-10-27,Engineer
98117,Venkatesan,Linnainmaa,1997-09-23,Engineer
98117,Venkatesan,Linnainmaa,9999-01-01,Senior Engineer
98125,Subir,VanScheik,9999-01-01,Technique Leader
98128,Kazuhisa,Ambroszkiewicz,9999-01-01,Staff
98145,Ziyad,Schlegelmilch,1992-01-07,Engineer
98145,Ziyad,Schlegelmilch,1995-06-12,Senior Engineer
98149,Moss,Preusig,1998-05-28,Engineer
98149,Moss,Preusig,9999-01-01,Senior Engineer
98151,Janche,Skogmar,1998-08-31,Senior Staff
98160,Sakthirel,Kusalik,1999-03-22,Staff
98169,Bedrich,Luft,9999-01-01,Senior Staff
98169,Bedrich,Luft,1996-01-20,Staff
98171,Jaroslava,Busillo,1991-08-20,Assistant Engineer
98171,Jaroslava,Busillo,1996-08-19,Engineer
98171,Jaroslava,Busillo,9999-01-01,Senior Engineer
98173,Irena,Ambroszkiewicz,1994-08-03,Staff
98183,Masami,Besselaar,9999-01-01,Senior Staff
98183,Masami,Besselaar,1997-09-09,Staff
98192,Sumali,Murtagh,1993-02-10,Engineer
98192,Sumali,Murtagh,9999-01-01,Senior Engineer
98199,Sadun,Felcyn,9999-01-01,Senior Staff
98199,Sadun,Felcyn,1993-04-09,Staff
98212,Sham,Slutz,1998-08-12,Engineer
98212,Sham,Slutz,9999-01-01,Senior Engineer
98233,Hausi,Trogemann,9999-01-01,Senior Staff
98236,Shen,Talmor,1990-04-25,Senior Engineer
98240,Martien,Stifter,9999-01-01,Senior Staff
98240,Martien,Stifter,1993-06-05,Staff
98241,Felicidad,Kroha,1992-01-25,Engineer
98241,Felicidad,Kroha,9999-01-01,Senior Engineer
98247,Shakhar,Skafidas,9999-01-01,Senior Engineer
98253,Pragnesh,Homond,9999-01-01,Senior Engineer
98269,Vasilii,Ghazalie,1994-08-29,Engineer
98269,Vasilii,Ghazalie,9999-01-01,Senior Engineer
98270,Kinh,Kawashimo,9999-01-01,Senior Staff
98270,Kinh,Kawashimo,2001-03-21,Staff
98285,Georg,Piancastelli,9999-01-01,Technique Leader
98293,Jayesh,Adachi,9999-01-01,Senior Staff
98293,Jayesh,Adachi,1999-11-20,Staff
98297,Xiaoshan,Serot,1995-06-12,Engineer
98297,Xiaoshan,Serot,9999-01-01,Senior Engineer
98305,Yongmao,Stranks,9999-01-01,Technique Leader
98307,Douadi,Leijenhorst,9999-01-01,Senior Staff
98307,Douadi,Leijenhorst,1996-04-27,Staff
98311,Menkae,Kambil,9999-01-01,Senior Engineer
98317,Domenico,Vieri,9999-01-01,Staff
98323,Amalendu,Ponthieu,1993-04-24,Engineer
98323,Amalendu,Ponthieu,9999-01-01,Senior Engineer
98335,Shao,Vuskovic,1995-09-12,Engineer
98335,Shao,Vuskovic,9999-01-01,Senior Engineer
98338,Guenter,Taneja,1992-04-04,Engineer
98338,Guenter,Taneja,9999-01-01,Senior Engineer
98358,Basim,Aingworth,1992-12-26,Engineer
98358,Basim,Aingworth,9999-01-01,Senior Engineer
98363,Arunachalam,Lorie,9999-01-01,Senior Staff
98377,Steve,Flanders,9999-01-01,Senior Staff
98394,Berthier,Anick,2000-01-06,Engineer
98394,Berthier,Anick,9999-01-01,Senior Engineer
98399,Satosi,Wendorf,1993-10-24,Engineer
98399,Satosi,Wendorf,9999-01-01,Senior Engineer
98423,Zhiwei,Birta,9999-01-01,Senior Staff
98423,Zhiwei,Birta,1997-04-12,Staff
98424,Constantijn,Braunschweig,1997-05-26,Engineer
98424,Constantijn,Braunschweig,9999-01-01,Senior Engineer
98430,Fay,Langford,1994-05-16,Engineer
98430,Fay,Langford,9999-01-01,Senior Engineer
98436,Akeel,Khalid,1991-05-15,Engineer
98436,Akeel,Khalid,9999-01-01,Senior Engineer
98444,Arra,Lubachevsky,9999-01-01,Senior Staff
98445,Spyrose,Constantine,1995-07-27,Assistant Engineer
98445,Spyrose,Constantine,2002-07-27,Engineer
98445,Spyrose,Constantine,9999-01-01,Senior Engineer
98453,Huan,Baby,1994-04-07,Engineer
98453,Huan,Baby,9999-01-01,Senior Engineer
98457,Bezalel,Standera,9999-01-01,Senior Staff
98458,Oguz,Pollock,1995-10-25,Engineer
98458,Oguz,Pollock,9999-01-01,Senior Engineer
98476,Constantine,Bade,1991-03-22,Senior Staff
98476,Constantine,Bade,1990-05-27,Staff
98478,Baruch,Heystek,9999-01-01,Senior Engineer
98485,Chiradeep,Homond,9999-01-01,Senior Staff
98485,Chiradeep,Homond,1994-11-01,Staff
98495,Duke,Showalter,9999-01-01,Senior Staff
98495,Duke,Showalter,1994-04-23,Staff
98497,Jianhao,Cannata,1995-11-28,Engineer
98497,Jianhao,Cannata,9999-01-01,Senior Engineer
98500,Sarita,Bennet,9999-01-01,Senior Staff
98500,Sarita,Bennet,1994-09-05,Staff
98506,Oddvar,Gyorkos,9999-01-01,Senior Staff
98506,Oddvar,Gyorkos,2000-10-23,Staff
98518,Gad,Rahimi,2001-01-21,Engineer
98518,Gad,Rahimi,9999-01-01,Senior Engineer
98522,Janalee,Kugler,9999-01-01,Senior Staff
98522,Janalee,Kugler,2000-12-04,Staff
98524,Anneli,Rosenbaum,9999-01-01,Engineer
98525,Berna,Lalonde,2001-07-17,Staff
98533,Tsvetan,Detkin,9999-01-01,Senior Engineer
98536,Francesca,Figueira,9999-01-01,Senior Engineer
98543,Kristin,Selenyi,1992-08-19,Engineer
98543,Kristin,Selenyi,9999-01-01,Senior Engineer
98549,Prodip,Landherr,9999-01-01,Senior Staff
98549,Prodip,Landherr,1998-06-06,Staff
98558,Valery,Llado,1993-09-16,Engineer
98558,Valery,Llado,9999-01-01,Senior Engineer
98570,Seongbae,Botman,9999-01-01,Senior Engineer
98586,Kauko,Steenbeek,9999-01-01,Senior Engineer
98594,Eldridge,Kruskal,9999-01-01,Engineer
98604,Tremaine,Reeken,1988-05-09,Engineer
98615,Yuguang,Crouzet,1993-07-20,Engineer
98615,Yuguang,Crouzet,1996-08-22,Senior Engineer
98618,Bojan,Merle,9999-01-01,Staff
98619,Sham,Debuse,1996-09-02,Engineer
98619,Sham,Debuse,9999-01-01,Senior Engineer
98625,Kien,Selvestrel,1996-05-05,Assistant Engineer
98628,Radhika,Bahl,1997-06-06,Engineer
98628,Radhika,Bahl,9999-01-01,Senior Engineer
98636,Kannan,Mahnke,2001-08-13,Engineer
98636,Kannan,Mahnke,9999-01-01,Senior Engineer
98663,Serenella,Segond,9999-01-01,Senior Staff
98675,Shigehiro,Suri,9999-01-01,Senior Staff
